Sales_ID,name,year,selling_price,km_driven,City,fuel,transmission,owner,mileage,engine,max_power,torque,seats,sold
2020,Maruti,2017,550000,40000,Pompano Beach,Petrol,Automatic,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,Y
2021,Honda,2018,850000,7800,Port Orange,Petrol,Manual,First_Owner,17.5,1199,88.7,110Nm@ 4800rpm,5,Y
2022,Maruti,2016,240000,50000,Poinciana,Petrol,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,Y
2023,Ford,2011,950000,68000,Port Charlotte,Diesel,Manual,First_Owner,13.1,2499,141,330Nm@ 1800rpm,7,Y
2024,Maruti,2015,423000,60000,Port Charlotte,Petrol,Manual,Second_Owner,16.02,1373,93.7,130Nm@ 4000rpm,7,Y
2025,Tata,2005,90000,74000,Port Charlotte,Petrol,Manual,Second_Owner,12.8,1396,85,"12@ 3,500(kgm@ rpm)",5,Y
2026,Tata,2011,350000,58000,Lima,Diesel,Manual,Second_Owner,13.93,2179,138.1,320Nm@ 1700-2700rpm,7,Y
2027,Maruti,2011,170000,70000,Lorain,Petrol,Manual,Third_Owner,19,998,66.1,90Nm@ 3500rpm,5,Y
2028,Ford,2015,450000,70000,Lorain,Petrol,Manual,First_Owner,18.16,1196,86.8,112Nm@ 4000rpm,5,Y
2029,Hyundai,2009,150000,110000,Mansfield,Petrol,Manual,Second_Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5,Y
2031,Hyundai,2016,511000,80000,Lima,Diesel,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,Y
2032,Maruti,2018,850000,59000,Mansfield,Diesel,Manual,First_Owner,24.2,1498,93.87,225Nm@ 1500-2500rpm,7,Y
2033,Tata,2018,250000,110000,Lorain,Diesel,Manual,First_Owner,25,1396,69,140Nm@ 1800-3000rpm,5,Y
2034,Maruti,2020,420000,25000,Mansfield,Petrol,Manual,First_Owner,21.63,998,67.04,90Nm@ 3500rpm,5,Y
2035,Maruti,2014,180000,55000,Germantown,Petrol,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,Y
2036,Maruti,2015,400000,25000,Hendersonville,Diesel,Manual,First_Owner,27.62,793,47,125Nm@ 2000rpm,5,Y
2037,Mahindra,2009,150000,300000,Hendersonville,Diesel,Manual,First_Owner,14,2498,112,260 Nm at 1800-2200 rpm,7,Y
2038,Ford,2016,500000,143200,Hendersonville,Diesel,Manual,First_Owner,25.83,1498,99,215Nm@ 1750-3000rpm,5,Y
2039,Jeep,2017,1689999,60000,Gallatin,Diesel,Manual,First_Owner,17.1,1956,170,350Nm@ 1750-2500rpm,5,Y
2040,Nissan,2012,204999,120000,Hendersonville,Diesel,Manual,First_Owner,23.08,1461,63.1,160Nm@ 2000rpm,5,Y
2041,Maruti,2014,459999,145000,Gallatin,Diesel,Manual,Second_Owner,26.21,1248,88.5,200Nm@ 1750rpm,5,Y
2042,Hyundai,2017,600000,30000,Gallatin,Petrol,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,Y
2043,Hyundai,2019,585000,8000,Gallatin,Petrol,Manual,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,Y
2044,Ford,2012,551000,170000,Gallatin,Diesel,Manual,First_Owner,13.1,2499,141,330Nm@ 1800rpm,7,Y
2045,Maruti,2013,525000,100000,Gallatin,Diesel,Manual,First_Owner,23.4,1248,74,190Nm@ 2000rpm,5,Y
2046,Maruti,2012,160000,62000,Germantown,Petrol,Manual,First_Owner,14,796,35,6.1kgm@ 3000rpm,5,Y
2047,Mahindra,2014,825000,110000,Gallatin,Diesel,Manual,First_Owner,15.1,2179,140,330Nm@ 1600-2800rpm,7,Y
2049,Chevrolet,2015,600000,80000,Germantown,Diesel,Manual,Second_Owner,13.58,2499,72.4,171Nm@ 1800rpm,9,Y
2050,Maruti,2002,65000,80000,Germantown,Petrol,Manual,Second_Owner,17.3,993,60,78Nm@ 4500rpm,5,Y
2051,Maruti,2013,550000,100000,Joliet,Diesel,Manual,First_Owner,23.4,1248,74,190Nm@ 2000rpm,5,Y
2052,Mahindra,2015,650000,120000,Joliet,Diesel,Manual,First_Owner,15.96,2523,63,180Nm@ 1440-1500rpm,9,Y
2053,Maruti,2019,750000,24000,Joliet,Diesel,Manual,First_Owner,28.4,1248,74.02,190Nm@ 2000rpm,5,Y
2054,Mahindra,2017,380000,80000,Joliet,Diesel,Manual,First_Owner,25.32,1198,77,190Nm@ 1750-2250rpm,6,Y
2055,Hyundai,2012,400000,138000,Joliet,Diesel,Manual,First_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,Y
2056,Maruti,2003,50000,147000,Kankakee,Petrol,Manual,Fourth_Above_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,Y
2057,Mahindra,2017,750000,60000,Joliet,Diesel,Manual,First_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,Y
2058,Chevrolet,2011,150000,80000,Layton,Petrol,Manual,First_Owner,18,995,62,90.3Nm@ 4200rpm,5,Y
2059,Maruti,2016,245000,50000,Layton,Petrol,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,Y
2060,Tata,2013,260000,189000,Kearns,Diesel,Manual,First_Owner,21.02,1248,88.76,200Nm@ 1750-3000rpm,5,Y
2061,Volkswagen,2014,411000,90000,Layton,Diesel,Automatic,Second_Owner,21.21,1498,103.2,250Nm@ 1500-2500rpm,5,Y
2062,Hyundai,2014,450000,56000,Layton,Diesel,Manual,First_Owner,21.9,1396,88.76,219.6Nm@ 1750-2750rpm,5,N
2063,BMW,2012,1300000,140000,Layton,Diesel,Automatic,Second_Owner,18.88,1995,184,380Nm@ 1750-2750rpm,5,N
2064,Maruti,2016,351000,60000,Kearns,Petrol,Manual,First_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,N
2065,Mahindra,2012,550000,130000,Kearns,Diesel,Manual,First_Owner,15.1,2179,140,330Nm@ 1600-2800rpm,7,N
2066,BMW,2013,1300000,140000,Kearns,Diesel,Automatic,Second_Owner,18.88,1995,184,380Nm@ 1750-2750rpm,5,N
2067,Tata,2013,260000,189000,Kearns,Diesel,Manual,First_Owner,21.02,1248,88.76,200Nm@ 1750-3000rpm,5,N
2068,Volkswagen,2014,411000,90000,Madison,Diesel,Automatic,Second_Owner,21.21,1498,103.2,250Nm@ 1500-2500rpm,5,N
2069,Hyundai,2014,450000,56000,Kenosha,Diesel,Manual,First_Owner,21.9,1396,88.76,219.6Nm@ 1750-2750rpm,5,N
2070,BMW,2012,1300000,140000,Madison,Diesel,Automatic,Second_Owner,18.88,1995,184,380Nm@ 1750-2750rpm,5,N
2071,Maruti,2016,351000,60000,Madison,Petrol,Manual,First_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,N
2072,Mahindra,2012,550000,130000,Madison,Diesel,Manual,First_Owner,15.1,2179,140,330Nm@ 1600-2800rpm,7,N
2073,BMW,2013,1300000,140000,Madison,Diesel,Automatic,Second_Owner,18.88,1995,184,380Nm@ 1750-2750rpm,5,N
2074,Nissan,2016,750000,35000,Manitowoc,Diesel,Manual,First_Owner,20.45,1461,83.8,200Nm@ 1900rpm,5,N
2075,Nissan,2015,800000,35000,Madison,Diesel,Manual,First_Owner,20.45,1461,83.8,200Nm@ 1900rpm,5,N
2076,Tata,2011,350000,156000,La Crosse,Diesel,Manual,First_Owner,11.57,2179,138.1,320Nm@ 1700-2700rpm,7,N
2077,Maruti,2013,200000,90000,La Crosse,Petrol,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,N
2078,Tata,2008,150000,60000,La Crosse,Diesel,Manual,Third_Owner,17,1405,70,"13.5@ 2,500(kgm@ rpm)",5,N
2079,Nissan,2016,800000,36000,Madison,Diesel,Manual,First_Owner,19.01,1461,108.5,248Nm@ 2250rpm,5,N
2080,Hyundai,2017,350000,20000,La Crosse,Petrol,Manual,Second_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N
2081,Tata,2011,350000,160000,Kenosha,Diesel,Manual,First_Owner,13.93,2179,138,320Nm@ 1700-2700rpm,7,N
2082,Mahindra,2006,250000,185000,La Crosse,Diesel,Manual,First_Owner,12.7,2609,116.6,"28.3@ 1,700-2,200(kgm@ rpm)",9,N
2083,Tata,2010,170000,110000,Danville,Diesel,Manual,Second_Owner,17,1405,71,135Nm@ 2500rpm,5,N
2084,Renault,2018,395000,10800,Aurora,Petrol,Manual,First_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,N
2085,Mahindra,2012,450000,120000,Aurora,Diesel,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,N
2086,Maruti,2019,500000,15000,Boulder,Petrol,Manual,First_Owner,20.89,1197,81.8,113Nm@ 4200rpm,5,N
2087,Tata,2012,200000,67500,Danville,Diesel,Manual,First_Owner,12.2,1948,68,"115@ 2,500(kgm@ rpm)",10,N
2088,Tata,2017,1200000,30000,Danville,Diesel,Manual,First_Owner,17.6,2179,153.86,400Nm@ 1750-2500rpm,7,N
2089,Mahindra,2016,400000,50000,Aurora,Diesel,Manual,First_Owner,25.32,1198,77,190Nm@ 1750-2250rpm,6,N
2090,Mahindra,2016,650000,100000,Danville,Diesel,Manual,First_Owner,18.49,1493,100,240Nm@ 1600-2800rpm,7,N
2091,Mahindra,2016,550000,150000,Aurora,Diesel,Manual,First_Owner,15.96,2523,63,180Nm@ 1440-1500rpm,9,N
2092,Mahindra,2015,1100000,110000,Aurora,Diesel,Manual,First_Owner,16,2179,140,330Nm@ 1600-2800rpm,7,N
2093,Maruti,2012,254999,30000,Aurora,Petrol,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,N
2094,Maruti,2011,180000,60000,Sandusky,Petrol,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,N
2095,Mahindra,2010,160000,255000,Dickinson,Diesel,Manual,Second_Owner,13,2489,95,220Nm at 1400-2600 rpm,8,N
2096,Chevrolet,2008,225000,120000,Sandusky,Diesel,Manual,Second_Owner,16.52,1991,123.7,305Nm@ 2000rpm,5,N
2097,Maruti,2015,270000,49900,Dickinson,Petrol,Manual,Second_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,N
2098,Tata,2012,310000,86000,Dickinson,Diesel,Manual,First_Owner,21.12,1248,88.8,200Nm@ 1750-3000rpm,5,N
2099,Datsun,2015,225000,71850,Dickinson,Petrol,Manual,First_Owner,20.63,1198,67,104Nm@ 4000rpm,5,N
2100,Fiat,2015,300000,95000,Sandusky,Diesel,Manual,Third_Owner,21.2,1248,75,197Nm@ 1750rpm,5,N
2101,Maruti,2008,250000,70000,Sandusky,Petrol,Manual,Fourth_Above_Owner,17.5,1298,85.8,114Nm@ 4000rpm,5,N
2102,Hyundai,2011,180000,35000,Sandusky,Petrol,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N
2103,Maruti,2015,550000,50000,Springfield,Petrol,Manual,First_Owner,20.85,1197,83.14,115Nm@ 4000rpm,5,N
2104,Mahindra,2007,300000,120000,Springfield,Diesel,Manual,Third_Owner,13.6,2523,63,180 Nm at 1440-1500rpm,7,N
2105,Hyundai,2015,900000,145000,Sandusky,Diesel,Manual,First_Owner,22.7,1582,126.2,259.88Nm@ 1900-2750rpm,5,N
2107,Mahindra,2018,1530000,40000,Springfield,Diesel,Manual,First_Owner,16,2179,138,330Nm@ 1600-2800rpm,7,N
2108,Maruti,2015,590000,110000,Springfield,Diesel,Manual,First_Owner,27.39,1248,74,190Nm@ 2000rpm,5,N
2109,Maruti,2008,170000,112000,Sandusky,LPG,Manual,Second_Owner,17.3,1061,57.5,"7.8@ 4,500(kgm@ rpm)",5,N
2110,Audi,2017,2600000,70000,Pekin,Diesel,Automatic,First_Owner,20.38,1968,143,320Nm@ 1750-3000rpm,5,N
2111,Maruti,2016,475000,110000,Pekin,Diesel,Manual,First_Owner,23.2,1248,73.94,190Nm@ 2000rpm,5,N
2112,Hyundai,2018,700000,29000,Pekin,Diesel,Manual,First_Owner,24,1186,73.97,190.24nm@ 1750-2250rpm,5,N
2113,Maruti,2011,376000,60000,Pekin,Petrol,Manual,First_Owner,18.9,998,67.1,90Nm@ 3500rpm,5,N
2115,Maruti,2004,75000,46000,Pekin,Petrol,Manual,Fourth_Above_Owner,16.1,796,37,59Nm@ 2500rpm,4,N
2116,Mahindra,2012,440000,120000,Park Ridge,Diesel,Automatic,Third_Owner,11.79,2179,120,290Nm@ 1800-2800rpm,8,N
2117,Maruti,2016,390000,80000,Park Ridge,Petrol,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,N
2118,Toyota,2012,725000,159000,Park Ridge,Diesel,Manual,Second_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),7,N
2119,Mahindra,2012,325000,110000,Park Ridge,Diesel,Manual,Second_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,N
2120,Maruti,2010,170000,75000,Peoria,Petrol,Manual,Second_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,N
2121,Maruti,2010,215000,120000,Peoria,Diesel,Manual,Third_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,N
2122,Honda,2010,350000,110000,Bayonne,Petrol,Manual,Third_Owner,17,1497,118,146Nm at 4800 rpm,5,N
2123,Chevrolet,2009,80000,80000,Auburn,Petrol,Manual,Fourth_Above_Owner,18,995,62,90.3Nm@ 4200rpm,5,N
2124,Hyundai,2012,195000,80000,Saratoga,Petrol,Manual,Second_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N
2126,Nissan,2014,335000,71000,Saratoga,Diesel,Manual,First_Owner,21.64,1461,84.8,200Nm@ 2000rpm,5,N
2127,Mahindra,2011,475000,108000,Saratoga,Diesel,Manual,First_Owner,16,2179,140,330Nm@ 1600-2800rpm,7,N
2128,Renault,2015,484999,75000,Saratoga,Diesel,Manual,First_Owner,19.87,1461,83.8,200Nm@ 1750rpm,5,N
2129,Maruti,2018,650000,22000,Saratoga,Petrol,Manual,Second_Owner,21.56,1462,103.25,138Nm@ 4400rpm,5,N
2130,Audi,2014,1850000,76131,Waco,Diesel,Automatic,First_Owner,13.22,2967,241.4,580Nm@ 1400-3250rpm,5,N
2131,Hyundai,2018,700000,30000,The Colony,Petrol,Manual,Second_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,N
2132,Audi,2014,3000000,65000,Waco,Diesel,Automatic,First_Owner,12.07,2967,241.4,550Nm@ 1750-2750rpm,7,N
2133,Mahindra,2018,900000,60000,Waxahachie,Diesel,Manual,First_Owner,15.4,2523,75,200Nm@ 1400-2200rpm,7,N
2134,Volkswagen,2013,350000,80000,The Colony,Diesel,Manual,First_Owner,22.07,1199,73.9,180Nm@ 2000rpm,5,N
2135,Honda,2005,285000,80000,The Colony,Petrol,Automatic,Second_Owner,9,2997,218,196Nm@ 5000rpm,5,N
2136,Audi,2012,1850000,70000,The Colony,Diesel,Automatic,First_Owner,12.07,2967,241.4,550Nm@ 1750-2750rpm,7,N
2137,Maruti,2017,750000,51777,Waco,Diesel,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,N
2138,Land,2013,1650000,64788,Victoria,Diesel,Automatic,First_Owner,0,2179,115,400 Nm /2000 rpm,5,N
2139,Honda,2018,600000,20000,Waco,Petrol,Manual,First_Owner,19.5,1199,88.76,110Nm@ 4800rpm,5,N
2140,Volkswagen,2018,565000,19000,Waco,Petrol,Manual,First_Owner,18.78,999,75,95Nm@ 3000-4300rpm,5,N
2141,Daewoo,2000,86000,46951,Victoria,Petrol,Manual,First_Owner,18.5,796,53,71Nm@ 3500rpm,5,N
2142,Datsun,2016,329000,19000,Victoria,Petrol,Manual,First_Owner,20.63,1198,67,104Nm@ 4000rpm,5,N
2143,Ford,2016,650000,50000,Waxahachie,Diesel,Manual,First_Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5,N
2144,Hyundai,2015,822000,60000,Waxahachie,Diesel,Manual,First_Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5,N
2145,Renault,2013,345000,100000,Tyler,Diesel,Manual,Second_Owner,19.01,1461,108.45,248Nm@ 2250rpm,5,N
2146,Maruti,2001,30000,10000,The Woodlands,Petrol,Manual,First_Owner,17.3,993,60,78Nm@ 4500rpm,5,N
2147,Maruti,2012,330000,50000,The Woodlands,Diesel,Manual,Second_Owner,22.9,1248,74,190Nm@ 2000rpm,5,N
2148,Maruti,2014,300000,74537,Waco,Petrol,Manual,Second_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,N
2149,Maruti,2009,200000,90000,Victoria,Petrol,Automatic,Second_Owner,12.6,1586,103.3,145Nm@ 4100rpm,5,N
2151,Chevrolet,2010,90000,70000,Tyler,Petrol,Manual,Second_Owner,18,995,62,90.3Nm@ 4200rpm,5,N
2152,Maruti,2010,200000,80000,Tyler,Petrol,Manual,Second_Owner,18.9,1061,67,84Nm@ 3500rpm,5,N
2153,Hyundai,2016,550000,35000,Waco,Diesel,Manual,First_Owner,24.4,1120,71,180.4Nm@ 1750-2500rpm,5,N
2154,Chevrolet,2015,250000,23500,Laurel,Petrol,Manual,First_Owner,18.6,1199,76.8,106.5Nm@ 4400rpm,5,N
2155,Honda,2017,975000,82000,Laurel,Diesel,Manual,First_Owner,25.6,1498,97.9,200Nm@ 1750rpm,5,N
2156,Toyota,2014,900000,100000,Hagerstown,Diesel,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,8,N
2157,Hyundai,2018,610000,15000,Louisville,Petrol,Manual,First_Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5,N
2158,Maruti,2017,620000,30000,Hagerstown,Diesel,Manual,First_Owner,27.39,1248,74,190Nm@ 2000rpm,5,N
2159,Hyundai,2016,400000,30000,Hagerstown,Petrol,Manual,First_Owner,18.9,1197,82,114Nm@ 4000rpm,5,N
2160,Maruti,2019,500000,11000,Laurel,Petrol,Manual,First_Owner,21.63,998,67,90Nm@ 3500rpm,5,N
2161,Datsun,2017,200000,140000,Laurel,Petrol,Manual,First_Owner,19.02,1198,67.05,104Nm@ 4000rpm,7,N
2162,Tata,2016,360000,110000,Louisville,Diesel,Manual,First_Owner,23,1248,88.7,200Nm@ 1750-3000rpm,5,N
2163,Maruti,2012,252000,48000,Laurel,Petrol,Manual,First_Owner,20.92,998,67.1,90Nm@ 3500rpm,5,N
2164,Maruti,2012,280000,70000,Laurel,Diesel,Manual,Second_Owner,22.9,1248,74,190Nm@ 2000rpm,5,N
2165,Maruti,2018,509999,70000,Townsend,Petrol,Manual,Second_Owner,22,1197,81.8,113Nm@ 4200rpm,5,N
2166,Mahindra,2016,1050000,58000,San Francisco,Diesel,Manual,First_Owner,15.4,1997,120,280Nm@ 1800-2800rpm,7,N
2167,Maruti,2010,200000,40000,San Gabriel,LPG,Manual,Fourth_Above_Owner,17.3,1061,57.5,"7.8@ 4,500(kgm@ rpm)",5,N
2168,Maruti,2005,60000,90000,San Francisco,Petrol,Manual,Second_Owner,17.3,993,60,78Nm@ 4500rpm,5,N
2169,Mahindra,2010,320000,40000,San Francisco,Diesel,Manual,Second_Owner,14,2498,112,260 Nm at 1800-2200 rpm,7,N
2170,Mahindra,2013,520000,110000,San Gabriel,Diesel,Manual,First_Owner,12.05,2179,120,290Nm@ 1800-2800rpm,9,N
2171,Tata,2007,250000,80000,San Gabriel,Diesel,Manual,Second_Owner,11.57,2179,138.1,320Nm@ 1700-2700rpm,7,N
2172,Maruti,2017,725000,60000,San Gabriel,Diesel,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,N
2173,Mahindra,2015,585000,50000,San Francisco,Diesel,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,N
2174,Tata,2017,430000,25000,San Francisco,Petrol,Manual,First_Owner,23.84,1199,84,114Nm@ 3500rpm,5,N
2175,Maruti,2011,235000,100000,San Francisco,Diesel,Manual,Second_Owner,22.9,1248,74,190Nm@ 2000rpm,5,N
2176,Maruti,2012,350000,52000,San Francisco,Diesel,Manual,Third_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,N
2177,Hyundai,2010,131000,80000,Andover,Petrol,Manual,Third_Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,N
2178,Honda,2016,450000,85000,Easton,Diesel,Manual,First_Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,N
2179,Maruti,2016,750000,83000,San Gabriel,Diesel,Manual,First_Owner,24.3,1248,88.5,200Nm@ 1750rpm,5,N
2180,Maruti,2013,200000,50000,Kirkwood,Petrol,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,N
2181,Maruti,2009,125000,120000,Kirkwood,Petrol,Manual,Fourth_Above_Owner,18.9,1061,67,84Nm@ 3500rpm,5,N
2182,Mahindra,2014,500000,100000,Joplin,Diesel,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,N
2183,Maruti,2012,380000,70000,Kansas City,Diesel,Manual,Third_Owner,22.9,1248,74,190Nm@ 2000rpm,5,N
2184,Maruti,2008,128000,19000,Kansas City,Petrol,Manual,First_Owner,19.7,796,46.3,62Nm@ 3000rpm,5,N
2185,Honda,2009,250000,68600,Kirkwood,Petrol,Manual,Third_Owner,17,1497,118,146Nm at 4800 rpm,5,N
2186,Mahindra,2017,690000,60000,Kirkwood,Diesel,Manual,First_Owner,16.5,1493,70,195Nm@ 1400-2200rpm,7,N
2187,Mahindra,2014,650000,65000,Joplin,Diesel,Manual,Second_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,N
2188,Honda,2012,560000,40000,Joplin,Petrol,Manual,Second_Owner,16.8,1497,116.3,146Nm@ 4800rpm,5,N
2190,Maruti,2016,400000,25000,Kansas City,Petrol,Manual,First_Owner,23.1,998,67.04,90Nm@ 3500rpm,5,N
2191,Maruti,2012,200000,29500,Kansas City,Petrol,Manual,First_Owner,20.92,998,67.1,90Nm@ 3500rpm,5,N
2192,Hyundai,2018,950000,13887,Kansas City,Petrol,Manual,First_Owner,17,1591,121.3,151Nm@ 4850rpm,5,N
2193,Maruti,2016,300000,50000,Kirkwood,Petrol,Manual,Second_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,N
2194,Renault,2016,315000,30000,Kirkwood,Petrol,Manual,Second_Owner,25.17,799,53.3,72Nm@ 4386rpm,5,N
2195,Maruti,2012,220000,100000,Kirkwood,Petrol,Manual,First_Owner,22.74,796,47.3,69Nm@ 3500rpm,5,N
2196,Chevrolet,2011,130000,60000,Kansas City,Petrol,Manual,Second_Owner,14.49,1399,92.7,127Nm@ 3500rpm,5,N
2197,Hyundai,2016,595000,60000,Louisville,Diesel,Manual,Second_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,N
2198,Tata,2011,110000,120000,Overland Park,Diesel,Manual,First_Owner,19.4,1405,70,135.4Nm@ 2500rpm,5,N
2199,Ford,2017,680000,13500,Overland Park,Petrol,Manual,First_Owner,17,1497,121.36,150Nm@ 4500rpm,5,N
2200,Fiat,2013,280000,52000,Shawnee,Diesel,Manual,First_Owner,20.3,1248,75,197Nm@ 1750rpm,5,N
2201,Maruti,2017,530000,30000,Shawnee,Petrol,Manual,Second_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,N
2202,Hyundai,2017,610000,14000,Louisville,Petrol,Manual,First_Owner,19.1,1197,82,114Nm@ 4000rpm,5,N
2203,Tata,2014,500000,90000,Louisville,Diesel,Manual,Second_Owner,15.05,2179,147.9,320Nm@ 1500-3000rpm,7,N
2204,Tata,2018,500000,50000,Shawnee,Diesel,Manual,First_Owner,24.7,1047,69,140Nm@ 1800-3000rpm,5,N
2205,Mahindra,2010,250000,120000,Louisville,Diesel,Manual,Second_Owner,13,2489,95,220Nm at 1400-2600 rpm,8,N
2206,Hyundai,2018,325000,10000,Louisville,Petrol,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,N
2207,Maruti,2018,550000,10000,Chico,Petrol,Manual,First_Owner,21.4,1197,83.1,115Nm@ 4000rpm,5,N
2208,Maruti,2018,720000,25000,Chico,Petrol,Manual,First_Owner,20.73,1373,91.1,130Nm@ 4000rpm,5,N
2209,Hyundai,2017,950000,20000,Chico,Petrol,Manual,First_Owner,17,1591,121.3,151Nm@ 4850rpm,5,N
2210,Maruti,2013,350000,60000,Bangor,Diesel,Manual,First_Owner,22.9,1248,74,190Nm@ 2000rpm,5,N
2211,Hyundai,2018,500000,40000,Chico,Petrol,Manual,First_Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5,N
2212,Maruti,2012,380000,60000,Chico,Diesel,Manual,First_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,N
2213,Hyundai,2015,380000,50000,Winchester,Petrol,Automatic,First_Owner,16.9,1197,82,114Nm@ 4000rpm,5,N
2214,Hyundai,2017,900000,20000,Winchester,Petrol,Manual,First_Owner,17,1591,121.3,151Nm@ 4850rpm,5,N
2215,Maruti,2017,295000,35000,Auburn,Petrol,Manual,First_Owner,24.7,796,47.3,69Nm@ 3500rpm,5,N
2216,Maruti,2016,640000,40000,Winchester,Diesel,Manual,First_Owner,28.09,1248,88.5,200Nm@ 1750rpm,5,N
2217,Tata,2018,790000,60000,Auburn,Diesel,Manual,First_Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5,N
2218,Hyundai,2015,625000,20000,Auburn,Petrol,Manual,First_Owner,17.01,1591,121.4,154.9Nm@ 4200rpm,5,N
2219,Ford,2017,604000,30000,Auburn,Petrol,Manual,Second_Owner,17,1497,121.36,150Nm@ 4500rpm,5,N
2220,Maruti,2015,315000,29000,Quincy,Petrol,Manual,First_Owner,23.95,998,67.05,90Nm@ 3500rpm,5,N
2221,Mahindra,2019,950000,17000,Rock Island,Diesel,Manual,First_Owner,20,1497,115,300Nm@ 1500-2500rpm,5,N
2222,Maruti,2017,400000,50000,Quincy,Petrol,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,N
2223,Hyundai,2018,700000,42000,Quincy,Petrol,Automatic,First_Owner,18.6,1368,98.63,132.3Nm@ 4000rpm,5,N
2224,Toyota,2011,700000,120000,Quincy,Diesel,Manual,Second_Owner,12.8,2494,102,20.4@ 1400-3400(kgm@ rpm),8,N
2225,Mahindra,2012,260000,110000,Quincy,Diesel,Manual,First_Owner,21.03,1461,65,160Nm@ 2000rpm,5,N
2226,Tata,2012,200000,90000,Rock Island,Diesel,Manual,First_Owner,23.57,1396,70,140Nm@ 1800-3000rpm,5,N
2227,Maruti,2020,580000,70000,Rock Island,Petrol,Manual,First_Owner,23.26,1197,88.5,113nm@ 4400rpm,5,N
2228,Volkswagen,2011,330000,66000,Quincy,Diesel,Manual,Second_Owner,20.5,1598,105,250Nm@ 1500-2500rpm,5,N
2229,Hyundai,2011,400000,70000,Quincy,Diesel,Manual,Third_Owner,16.2,1493,110,24 KGM at 1900-2750 RPM,5,N
2230,Hyundai,2018,1350000,5000,Fairfield,Petrol,Automatic,First_Owner,14.8,1591,121.3,151NM@ 4850rpm,5,N
2231,Mahindra,2014,250000,50000,Fairfield,Diesel,Manual,Second_Owner,21.03,1461,65,160Nm@ 2000rpm,5,N
2232,Skoda,2019,725000,25000,Fairborn,Petrol,Manual,First_Owner,15.41,1598,103.2,153Nm@ 3750-3800rpm,5,N
2233,Maruti,2013,300000,70000,Fairborn,Diesel,Manual,First_Owner,23.4,1248,74,190Nm@ 2000rpm,5,N
2234,Maruti,2006,120000,40000,Findlay,Petrol,Manual,Second_Owner,16.1,796,37,59Nm@ 2500rpm,4,N
